"COUNTRY","Country","SEX","Gender","REF_SECTOR","Reference sector","EDUCATION_LEV","Education level","YEAR","Year","Value","Flag Codes","Flags"
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2020","2020",91697,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2021","2021",131092,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2013","2013",13912,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2014","2014",14940,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2015","2015",15223,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2016","2016",18794,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2017","2017",22103,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2018","2018",22663,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2019","2019",25824,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2020","2020",22393,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2021","2021",30838,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2013","2013",11238,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2014","2014",12115,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2015","2015",12181,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2016","2016",14494,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2017","2017",15789,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2018","2018",17340,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2019","2019",19331,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2020","2020",17048,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2021","2021",22142,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2013","2013",25150,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2014","2014",27055,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2015","2015",27404,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2016","2016",33288,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2017","2017",37892,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2018","2018",40003,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2019","2019",45155,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2020","2020",39440,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2021","2021",52980,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2013","2013",1373,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2014","2014",1703,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2015","2015",1522,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2016","2016",1747,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2017","2017",1779,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2018","2018",1861,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2019","2019",1965,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2020","2020",515,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2021","2021",2966,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2013","2013",1288,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2014","2014",1599,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2015","2015",1367,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2016","2016",1370,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2017","2017",1481,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2018","2018",1523,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2019","2019",1535,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2020","2020",373,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2021","2021",2170,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2013","2013",2661,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2014","2014",3301,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2015","2015",2889,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2016","2016",3117,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2017","2017",3260,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2018","2018",3384,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2019","2019",3499,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2020","2020",887,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2021","2021",5136,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2013","2013",272,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2014","2014",276,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2015","2015",301,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2016","2016",287,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2017","2017",306,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2018","2018",344,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2019","2019",373,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2020","2020",333,,
"CHL","Chile","F","Female","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2021","2021",371,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2013","2013",321,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2014","2014",330,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2015","2015",369,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2016","2016",412,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2017","2017",391,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2018","2018",463,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2019","2019",490,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2020","2020",426,,
"CHL","Chile","M","Male","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2021","2021",515,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2013","2013",593,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2014","2014",606,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2015","2015",670,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2016","2016",699,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2017","2017",697,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2018","2018",807,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2019","2019",863,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2020","2020",759,,
"CHL","Chile","_T","Total","INST_T","All public and private educational institutions","ISCED11_8","Doctoral or equivalent level","2021","2021",886,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2013","2013",347942,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2014","2014",342621,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2015","2015",338946,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2016","2016",353390,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2017","2017",355232,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2018","2018",353015,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2019","2019",363760,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2020","2020",348046,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2021","2021",364663,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2013","2013",290591,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2014","2014",284153,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2015","2015",286955,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2016","2016",299598,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2017","2017",308364,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2018","2018",310598,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2019","2019",324605,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2020","2020",312204,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2021","2021",324910,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2013","2013",638533,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2014","2014",626774,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2015","2015",625901,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2016","2016",652988,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2017","2017",663596,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2018","2018",663613,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2019","2019",688365,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2020","2020",660250,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_3","Upper secondary education","2021","2021",689573,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2013","2013",4605,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2014","2014",,"o","Missing value"
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2015","2015",,"o","Missing value"
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2016","2016",4295,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2017","2017",3872,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2018","2018",3587,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2019","2019",3850,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2020","2020",3621,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2021","2021",3749,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2013","2013",1268,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2014","2014",,"o","Missing value"
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2015","2015",,"o","Missing value"
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2016","2016",1040,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2017","2017",1018,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2018","2018",909,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2019","2019",962,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2020","2020",1080,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2021","2021",945,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2013","2013",5873,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2014","2014",,"o","Missing value"
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2015","2015",,"o","Missing value"
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2016","2016",5335,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2017","2017",4890,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2018","2018",4496,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2019","2019",4812,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2020","2020",4701,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_4","Post-secondary non-tertiary education","2021","2021",4694,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2013","2013",59355,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2014","2014",59824,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2015","2015",60863,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2016","2016",74290,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2017","2017",80890,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2018","2018",79367,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2019","2019",86971,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2020","2020",62103,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2021","2021",80041,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2013","2013",57714,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2014","2014",55243,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2015","2015",58229,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2016","2016",64464,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2017","2017",75651,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2018","2018",74771,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2019","2019",84146,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2020","2020",62949,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2021","2021",71349,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2013","2013",117069,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2014","2014",115067,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2015","2015",119092,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2016","2016",138754,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2017","2017",156541,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2018","2018",154138,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2019","2019",171117,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2020","2020",125052,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_5","Short-cycle tertiary education","2021","2021",151390,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2013","2013",93958,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2014","2014",97398,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2015","2015",102200,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2016","2016",112474,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2017","2017",122370,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2018","2018",133746,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2019","2019",139463,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2020","2020",133418,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2021","2021",153336,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2013","2013",67774,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2014","2014",70499,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2015","2015",76179,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2016","2016",80157,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2017","2017",86544,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2018","2018",92760,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2019","2019",95352,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2020","2020",92097,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2021","2021",107030,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2013","2013",161732,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2014","2014",167897,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2015","2015",178379,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2016","2016",192631,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2017","2017",208914,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2018","2018",226506,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2019","2019",234815,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2020","2020",225515,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_6","Bachelor’s or equivalent level","2021","2021",260366,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2013","2013",40462,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2014","2014",43070,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2015","2015",43452,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2016","2016",48174,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2017","2017",54845,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2018","2018",57299,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2019","2019",57264,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2020","2020",55670,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2021","2021",63493,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2013","2013",32197,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2014","2014",33165,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2015","2015",33349,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2016","2016",37697,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2017","2017",41297,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2018","2018",43376,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2019","2019",43181,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2020","2020",42700,,
"COL","Colombia","M","Male","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2021","2021",48798,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2013","2013",72659,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2014","2014",76235,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2015","2015",76801,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2016","2016",85871,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2017","2017",96142,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2018","2018",100675,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2019","2019",100445,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2020","2020",98370,,
"COL","Colombia","_T","Total","INST_T","All public and private educational institutions","ISCED11_7","Master’s or equivalent level","2021","2021",112291,,
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2013","2013",,"m","Missing value; data cannot exist"
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2014","2014",,"m","Missing value; data cannot exist"
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2015","2015",,"m","Missing value; data cannot exist"
"COL","Colombia","F","Female","INST_T","All public and private educational institutions","ISCED11_746_756_766","Master’s or equivalent level, long first degree (at least 5 years)","2016","2016",,"m","Missing value; data cannot exist"
